"global.unique.identifier","last.edited.date","taxonomic.order","category","taxon.concept.id","common.name","scientific.name","subspecies.common.name","subspecies.scientific.name","exotic.code","observation.count","breeding.code","breeding.category","behavior.code","age.sex","country","country.code","state","state.code","county","county.code","iba.code","bcr.code","usfws.code","atlas.block","locality","locality.id","locality.type","observation.date","time.observations.started","observer.id","sampling.event.identifier","protocol.type","protocol.code","project.code","duration.minutes","effort.distance.km","effort.area.ha","number.observers","all.species.reported","group.identifier","has.media","approved","reviewed","reason","trip.comments","species.comments","longitude","latitude","listing.status"
"URN:CornellLabOfOrnithology:EBIRD:OBS1572660577","2022-11-30 19:00:28.090136",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Peninsula","L476611","H","2022-11-19","13:43:00","obsr3464954","S123271442","Traveling","P22","EBIRD",118,21.118,NA,4,1,"G9204033",1,1,0,NA,"","Four males in total.",-68.0582428,44.3403019,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1560473009","2022-11-12 16:29:04.647018",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"11","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Peninsula","L476611","H","2022-11-12","15:49:00","obsr629999","S122313429","Traveling","P22","EBIRD",37,3.219,NA,2,0,"",0,1,0,NA,"","",-68.0582428,44.3403019,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1563926677","2022-11-22 18:38:18.425644",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"11","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-11-17","06:00:00","obsr986212","S122577217","Stationary","P21","EBIRD",150,NA,NA,1,1,"G9187925",0,1,0,NA,"SeaWatch stint. WnW winds 10-15 steady. Visibility 10 miles +. Most birds relatively close to observation station.","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1563228577","2022-11-16 14:24:31.125891",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"5","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-11-16","06:00:00","obsr986212","S122523429","Stationary","P21","EBIRD",150,NA,NA,2,1,"G9184055",0,1,0,NA,"Schoodic Institute SeaWatch count. Includes non-migrants on the Point. Spotted from car due to weather.","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1556501128","2022-11-06 19:56:47.909221",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Beech Cliffs","L21466787","P","2022-11-06","10:52:00","obsr1605973","S121994699","Traveling","P22","EBIRD",102,4.592,NA,2,1,"",0,1,0,NA,"","",-68.343227,44.314633,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1558829598","2024-04-23 21:31:39.892133",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Blueberry Hill","L2345007","H","2022-11-10","12:30:00","obsr121872","S122179814","Stationary","P21","EBIRD",15,NA,NA,1,1,"",0,1,0,NA,"","Immature. Dark streaked.",-68.0454782,44.3386398,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1572411955","2023-09-24 21:33:51.460676",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"44068C3NE","Acadia NP--Sargent Mountain","L1366782","H","2022-11-30","08:51:00","obsr224998","S123249868","Traveling","P22","EBIRD_ATL_ME",89,3.106,NA,1,1,"",0,1,0,NA,"No Confirmed Snowy Owl on Mount Desert Island as of this climb. Increasing S wind 7 to 25 mph 36F--As I approached the summit from the West north west, I got good quick looks through a wide opening at a medium to large sized , clearly pointed wing Peregrine falcon flying along the strong Southern winds starting to howl up here, moving westerly.","As I approached the summit from the West north west, I got good quick looks through a wide opening at a medium to large sized , clearly pointed wing Peregrine falcon flying along the strong Southern winds starting to howl up here, moving westerly.",-68.2717656,44.3481336,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1555880760","2022-11-06 07:25:25.751468",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-11-06","06:43:00","obsr767676","S121939724","Traveling","P22","EBIRD",38,1.835,NA,1,1,"",0,1,0,NA,"","Skimming over Schoodic Institute",-68.0603456,44.3324746,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1563926671","2022-11-22 18:38:18.425644",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-11-17","06:00:00","obsr986212","S122577217","Stationary","P21","EBIRD",150,NA,NA,1,1,"G9187925",0,1,0,NA,"SeaWatch stint. WnW winds 10-15 steady. Visibility 10 miles +. Most birds relatively close to observation station.","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1561043466","2022-11-16 14:09:11.415112",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-11-13","06:00:00","obsr2392402","S122355859","Stationary","P21","EBIRD",180,NA,NA,1,1,"G9170070",0,1,0,NA,"Schoodic Institute SeaWatch count. Includes non-migrants on the Point.","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1558791719","2022-11-10 14:59:34.822663",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-11-10","06:00:00","obsr986212","S122177191","Stationary","P21","EBIRD",180,NA,NA,1,1,"G9156632",0,1,0,NA,"Steady brisk wind of 15-25 from SW. Most birds close in (within 2 miles). Kyle counted for last half-hour in my absence.","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1563821028","2022-11-17 22:10:18.611026",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Bass Harbor Head Lighthouse","L428616","H","2022-11-17","13:43:00","obsr2008884","S122567430","Stationary","P21","EBIRD",2,NA,NA,2,1,"G9188574",0,1,0,NA,"","",-68.3371925,44.2219221,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1565859646","2022-11-20 12:30:06.352167",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"7","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-11-20","12:02:00","obsr2891428","S122724258","Traveling","P22","EBIRD",26,0.593,NA,1,1,"",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1570900616","2022-11-27 19:38:47.671006",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-11-27","12:01:00","obsr2448236","S123137216","Stationary","P21","EBIRD",20,NA,NA,2,1,"G9231092",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1559532081","2024-04-23 21:31:39.892133",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Blueberry Hill","L2345007","H","2022-11-11","12:26:00","obsr29626","S122230008","Stationary","P21","EBIRD",17,NA,NA,1,1,"",0,1,0,NA,"","Two birds together in relatively near shore waters. Diving.",-68.0454782,44.3386398,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1561060823","2022-11-16 14:09:11.415112",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-11-13","06:00:00","obsr986212","S122356983","Stationary","P21","EBIRD",180,NA,NA,1,1,"G9170070",0,1,0,NA,"Schoodic Institute SeaWatch count. Includes non-migrants on the Point.","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1570900676","2022-11-27 19:38:47.671006",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-11-27","12:01:00","obsr2448168","S123137192","Stationary","P21","EBIRD",20,NA,NA,2,1,"G9231092",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1558779608","2022-11-10 14:59:34.822663",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-11-10","06:00:00","obsr121872","S122176995","Stationary","P21","EBIRD",180,NA,NA,1,1,"G9156632",0,1,0,NA,"Steady brisk wind of 15-25 from SW. Most birds close in (within 2 miles). Kyle counted for last half-hour in my absence.","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1564062592","2022-11-17 22:10:18.611026",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Bass Harbor Head Lighthouse","L428616","H","2022-11-17","13:43:00","obsr215193","S122586031","Stationary","P21","EBIRD",2,NA,NA,2,1,"G9188574",0,1,0,NA,"","",-68.3371925,44.2219221,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1563946222","2022-11-22 18:38:18.425644",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-11-17","06:00:00","obsr121872","S122577679","Stationary","P21","EBIRD",150,NA,NA,1,1,"G9187925",0,1,0,NA,"SeaWatch stint. WnW winds 10-15 steady. Visibility 10 miles +. Most birds relatively close to observation station.","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1569349829","2022-11-27 08:15:58.339061",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Ocean Drive","L6561463","H","2022-11-25","10:45:00","obsr1605973","S123000438","Stationary","P21","EBIRD",21,NA,NA,2,1,"",0,1,0,NA,"","",-68.1873536,44.3231322,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1559517542","2024-04-23 21:31:39.892133",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-11-11","12:06:00","obsr29626","S122228743","Stationary","P21","EBIRD",14,NA,NA,1,1,"",0,1,0,NA,"Car-based and scope-supported short stop. Onshore winds strong; seas 4'? Temps mild","Two birds side-by-side; occasionally diving. Not far from shore",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1603351927","2023-01-10 18:41:47.422358",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"14","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-12-21","12:15:00","obsr1038254","S125892344","Traveling","P22","EBIRD",45,0.483,NA,2,1,"",1,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1592864480","2023-02-20 14:46:06.999406",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-12-30","12:55:00","obsr564300","S124934663","Traveling","P22","EBIRD",24,0.257,NA,2,1,"G9703898",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1579374042","2022-12-11 10:43:48.681656",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"8","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-12-11","10:02:00","obsr1097936","S123789414","Traveling","P22","EBIRD",33,0.31,NA,2,1,"",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1592651349","2022-12-30 14:26:14.040294",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"5","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-12-30","13:59:00","obsr629999","S124914176","Traveling","P22","EBIRD",30,2.414,NA,1,0,"",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1589294670","2024-04-23 21:37:27.062534",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia National Park, Birch Harbor US-ME 44.33398, -68.05864","L21914198","P","2022-12-25","14:16:00","obsr47429","S124617419","Stationary","P21","EBIRD",7,NA,NA,1,1,"",0,1,0,NA,"","",-68.05864,44.333977,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1582095569","2022-12-15 18:20:31.416124",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"15","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Peninsula","L476611","H","2022-12-15","13:39:00","obsr2403720","S124025898","Traveling","P22","EBIRD",122,11.186,NA,2,1,"",0,1,0,NA,"","",-68.0582428,44.3403019,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1592696976","2022-12-30 15:14:44.903237",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"7","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-12-30","13:48:00","obsr936079","S124918248","Traveling","P22","EBIRD",84,0.568,NA,3,0,"",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1579553481","2022-12-11 14:17:04.846502",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"10","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-12-11","14:12:00","obsr1761773","S123807221","Traveling","P22","EBIRD",4,1.617,NA,1,1,"",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1578291103","2022-12-14 08:25:31.962286",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"3","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-12-09","10:54:00","obsr215193","S123706294","Stationary","P21","EBIRD",7,NA,NA,2,1,"G9276752",1,1,0,NA,"Low 40s, clear and sunny, gusty winds from N ~ 20 mph.","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1578194723","2022-12-14 08:26:35.925673",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"3","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-12-09","10:54:00","obsr2008884","S123699216","Stationary","P21","EBIRD",8,NA,NA,2,1,"G9276752",1,1,0,NA,"Low 40s, clear and sunny, gusty winds from N ~ 20 mph.","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1586354115","2022-12-21 10:05:02.803153",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"20","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-12-21","09:12:00","obsr539737","S124357974","Traveling","P22","EBIRD",38,0.292,NA,2,1,"",0,1,0,NA,"Mostly cloudy, 32 F, light west wind.","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1637563292","2023-02-20 14:46:06.999406",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-12-30","12:55:00","obsr3630026","S129178022","Traveling","P22","EBIRD",24,0.257,NA,2,1,"G9703898",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1585787198","2023-09-20 11:07:33.704944",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"8","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Loop Road (Mount Desert Narrows)","L8157493","H","2022-12-20","09:17:00","obsr977064","S124312663","Traveling","P22","EBIRD",164,9.609,NA,5,1,"",0,1,0,NA,"","",-68.076409,44.366956,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1584920527","2024-04-23 21:36:05.657676",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Seawall Picnic Area","L159047","H","2022-12-19","08:01:00","obsr29626","S124245452","Traveling","P22","EBIRD",17,0.773,NA,1,1,"",0,1,0,NA,"","",-68.3025,44.2373,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1592698540","2022-12-30 15:13:46.449883",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Ship Harbor Trail","L159046","H","2022-12-30","13:43:00","obsr2468268","S124918262","Traveling","P22","EBIRD",71,2.74,NA,2,1,"G9384935",0,1,0,NA,"","",-68.3256161,44.2316668,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1579374047","2022-12-11 10:43:48.690411",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2022-12-11","10:02:00","obsr1097936","S123789414","Traveling","P22","EBIRD",33,0.31,NA,2,1,"",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1573419514","2022-12-10 18:25:52.286929",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Peninsula","L476611","H","2022-12-02","07:50:00","obsr977064","S123326737","Stationary","P21","EBIRD",30,NA,NA,1,1,"",0,1,0,NA,"","",-68.0582428,44.3403019,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1592698555","2022-12-30 15:13:46.449883",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Ship Harbor Trail","L159046","H","2022-12-30","13:43:00","obsr2460325","S124918263","Traveling","P22","EBIRD",71,2.74,NA,2,1,"G9384935",0,1,0,NA,"","",-68.3256161,44.2316668,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1590125591","2024-04-23 21:37:27.062534",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Seawall Picnic Area","L159047","H","2022-12-27","08:15:00","obsr29626","S124691878","Traveling","P22","EBIRD",40,1.033,NA,1,1,"",0,1,0,NA,"Overcast and chilly; strong w wind. Low tide. Checked out the cove west of the Picnic Area to see how last week's storm impacted it. Mostly intact. Also wanted to confirm that the AMPI survived, and they did!","",-68.3025,44.2373,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1584206866","2024-04-23 21:36:05.657676",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"40","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Seawall Picnic Area","L159047","H","2022-12-18","12:35:00","obsr29626","S124190522","Stationary","P21","EBIRD",14,NA,NA,3,1,"",0,1,1,NA,"","",-68.3025,44.2373,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1595908728","2023-01-02 14:55:51.062544",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"6","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-01","07:35:00","obsr1346286","S125212334","Stationary","P21","EBIRD",90,NA,NA,6,1,"",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1594697958","2023-01-01 15:34:50.238585",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"7","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-01","08:45:00","obsr121872","S125100958","Stationary","P21","EBIRD",105,NA,NA,6,1,"",0,1,0,NA,"Schoodic CBC with Catherine, Nick and Lena, Shannon and Erin, Nancy Lowry","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1594697008","2023-01-01 15:30:16.545057",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-01","12:48:00","obsr348139","S125100796","Traveling","P22","EBIRD",5,0.322,NA,1,1,"",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1617433874","2023-01-28 21:29:25.307294",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Blueberry Hill","L2345007","H","2023-01-28","13:02:00","obsr1767551","S127128747","Stationary","P21","EBIRD",26,NA,NA,2,1,"G9569918",0,1,0,NA,"","",-68.0454782,44.3386398,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS2214446879","2024-06-02 23:05:45.340379",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"10","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Blueberry Hill","L2345007","H","2023-01-04","11:00:00","obsr3881291","S179075299","Stationary","P21","EBIRD",60,NA,NA,2,1,"",0,1,0,NA,"","",-68.0454782,44.3386398,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1603204456","2023-02-13 19:52:49.282596",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"5","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-10","14:40:00","obsr402592","S125873431","Traveling","P22","EBIRD",70,6.831,NA,2,1,"G9660505",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1617205148","2023-01-28 17:11:53.033196",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"3","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia National Park, Birch Harbor US-ME 44.34657, -68.04572","L22376671","P","2023-01-28","13:39:00","obsr564300","S127105586","Stationary","P21","EBIRD",4,NA,NA,2,1,"G9569919",0,1,0,NA,"","",-68.045719,44.34657,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1600300559","2023-01-07 12:19:28.90203",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"12","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-07","12:16:00","obsr1596011","S125613083","Stationary","P21","EBIRD",3,NA,NA,2,1,"",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1600406437","2024-04-23 21:41:10.362139",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"12","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia National Park, Birch Harbor US-ME 44.33287, -68.06107","L14197743","P","2023-01-07","13:08:00","obsr47429","S125623529","Stationary","P21","EBIRD",15,NA,NA,1,1,"",0,1,0,NA,"","",-68.061074,44.332874,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1606261187","2023-01-22 20:07:44.517752",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Blueberry Hill","L2345007","H","2023-01-14","10:15:00","obsr215193","S126145826","Stationary","P21","EBIRD",4,NA,NA,2,1,"G9492226",1,1,0,NA,"","",-68.0454782,44.3386398,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1752800548","2023-06-06 15:37:06.149381",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"44068C1NE","STOP7 SCHOODIC WINTER WATERBIRD SURVEY","L24990682","P","2023-01-25","13:44:00","obsr883903","S140720139","Stationary","P21","EBIRD_ATL_ME",21,NA,NA,1,0,"",0,1,0,NA,"","",-68.056445,44.337055,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1606159392","2024-04-23 21:41:46.976131",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-14","09:15:00","obsr215193","S126134250","Traveling","P22","EBIRD",28,0.612,NA,2,1,"G9492526",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
